title,avg_rating,voted_by,genre,history,art_and_architecture,nature,adventure,entertainment,health_and_lifestyle,food,industries,religious
Lumle Holidays - Private Day Tours,5.0,32,['Private Tours'],False,False,True,False,False,False,False,False,False
Himalaya Destiny Treks & Tours,5.0,40,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False
Above and Beyond Trekking - Day Adventures,5.0,44,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
"Nature Trail Travels & Tours, Trekking & Expeditions: Day Tours",5.0,72,['Nature & Wildlife Tours'],False,False,True,True,False,False,False,False,False
Adventure Imagine - Private Day Tours,5.0,51,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False
Snowyoda Expeditions Pvt Ltd,5.0,30,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Nepal Highland Treks Pvt Ltd,5.0,39,"['Sightseeing Tours', 'Hiking & Camping Tours']",False,True,True,True,False,False,False,False,False
WhiteWater Nepal Pvt Ltd,5.0,34,"['River Rafting & Tubing', 'Kayaking & Canoeing']",False,False,False,True,False,False,False,False,False
Peak Endeavor Day Tours,5.0,39,['Sightseeing Tours'],False,True,True,True,False,False,False,False,False
Himalayan Sunrise Trekking and Expeditions,5.0,35,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Trekking Venue Nepal,5.0,28,"['Multi-day Tours', 'Eco Tours']",True,False,False,False,False,False,False,False,False
Nepal Kailash Trekking,5.0,34,"['Helicopter Tours', 'Historical & Heritage Tours']",False,False,True,True,False,False,False,False,False
Sports Tours and Travel,5.0,102,"['Safaris', 'Sightseeing Tours']",False,False,True,True,False,False,False,False,False
Journey Nepal Adventure,5.0,27,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Top of The World Treks & Expeditions,5.0,44,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False
Asian Adventure Trips Pvt Ltd,5.0,25,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False
Drift Nepal Pvt Ltd,5.0,45,"['River Rafting & Tubing', 'Bike Tours']",False,False,False,True,False,False,False,False,False
Alfresco Adventure Travel,5.0,39,['Other Outdoor Activities'],False,False,False,False,True,False,False,False,False
Community Trek,5.0,42,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
Peak Promotion,5.0,35,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
White Himalaya Treks And Expedition,5.0,47,"['Parasailing & Paragliding', 'River Rafting & Tubing']",False,False,False,True,False,False,False,False,False
GK Majestic Trek,5.0,45,"['Historical & Heritage Tours', 'Hiking & Camping Tours']",True,True,False,False,False,False,False,False,False
Heaven Nepal Adventure,5.0,28,"['Hiking & Camping Tours', 'Nature & Wildlife Tours']",False,False,False,True,False,False,False,False,False
Sangrila Trail Walk Trek - One Day tour,5.0,52,['Walking Tours'],False,False,False,False,False,False,False,False,False
Tranquil View Treks & Expedition,5.0,30,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
Ever Quest - Trekking & Climbing in Himalayan with Jamling Bhote and team,5.0,23,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False
Adrenaline Rush Nepal,4.5,49,"['River Rafting & Tubing', 'Canyoning & Rappelling Tours']",False,False,False,True,False,False,False,False,False
Trekking For Real Pvt Ltd,5.0,25,"['Safaris', 'Climbing Tours']",False,False,True,True,False,False,False,False,False
Vehicles Rental Nepal,5.0,25,['Taxis & Shuttles'],False,False,False,False,False,False,False,False,False
Friendship Nepal Tours and Travels,5.0,65,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
Ashiyana Vehicle Service,5.0,22,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False
Alliance Treks and Expedition PvtLtd,5.0,51,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
All Himalayan Treks - Day Tour,5.0,23,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False
Nepal Base Camp Treks,5.0,45,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Sherpashah,5.0,25,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
Pranamaya Yoga Studio Thamel,4.5,63,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False
D & D Treks International - Day Tours,5.0,47,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Transport Hire Nepal,5.0,61,['Taxis & Shuttles'],False,False,False,False,False,False,False,False,False
Adventure Aves,5.0,26,['Kayaking & Canoeing'],False,False,False,True,False,False,False,False,False
Nepal Paradise Trek,5.0,45,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
CoreTreks,5.0,29,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
World Trail Finder Adventure,4.5,118,"['Historical & Heritage Tours', 'Eco Tours']",True,True,False,False,False,False,False,False,False
High Camp Trekking,5.0,27,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False
Noble Treks,5.0,28,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Kathmandu Spa,4.5,113,['Spas'],False,False,False,False,False,True,False,False,False
Adventure Gorkhaland Treks & Expedition Pvt Ltd,5.0,31,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False
Malung Treks and Expedition,5.0,27,"['Helicopter Tours', 'Historical & Heritage Tours']",False,False,True,True,False,False,False,False,False
Go For Nepal Treks and Expedition,5.0,57,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Destination Nepal Tours and Travels - Private Day Tours,4.5,55,"['Historical & Heritage Tours', 'Private Tours']",True,True,False,False,False,False,False,False,False
Alpine Exodus Pvt Ltd,5.0,30,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
Well Plan Trekking,5.0,27,"['Multi-day Tours', 'Sightseeing Tours']",True,False,False,False,False,False,False,False,False
Mountain Air Guided Adventures - Day Tours,5.0,56,['Private Tours'],False,False,True,False,False,False,False,False,False
Annapurna Encounter,5.0,26,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False
Yarsa Treks,5.0,22,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Happy Himalayan Treks Pvt Ltd,5.0,30,"['Cultural Tours', 'Walking Tours']",False,True,False,False,False,False,False,False,True
Sambodhi Yoga Studio,5.0,50,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False
Elite Trekkers,5.0,27,"['Adrenaline & Extreme Tours', 'Climbing Tours']",False,False,True,True,False,False,False,False,False
Mountain Sherpa Trekking & Expeditions,5.0,63,"['Historical & Heritage Tours', 'Climbing Tours']",True,True,False,False,False,False,False,False,False
Kailash Himalaya Trek,5.0,27,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Mountain Layers Treks and Expedition Pvt Ltd,5.0,23,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Highlander Trekking and Expeditions - Private Day Tours,5.0,33,"['Historical & Heritage Tours', 'Hiking & Camping Tours']",True,True,False,False,False,False,False,False,False
Adventure Himalayan Travels & Treks,5.0,24,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
A One Nepal Trek Pvt Ltd,5.0,25,['Helicopter Tours'],False,False,True,True,False,False,False,False,False
Eco Tourism Adventure,5.0,23,"['City Tours', 'Climbing Tours']",True,True,False,False,True,False,False,False,False
Pilgrims Book House,4.5,45,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False
Himalayan Smile Treks & Adventures - Chandragiri Day Hiking,5.0,56,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Ascent Holidays,5.0,24,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False
Devo Adventure - Day Tours,5.0,33,"['River Rafting & Tubing', 'Cultural Tours']",False,False,False,True,False,False,False,False,False
Alpine Asian Treks and Expeditions - Private Day Tours,5.0,79,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False
Explore Nepal Holidays,5.0,20,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False
Exguides Treks & Expeditions  - Day Tour,5.0,32,"['4WD, ATV & Off-Road Tours', 'Adrenaline & Extreme Tours']",False,False,False,True,False,False,False,False,False
Soul Himalaya Treks and Tours,5.0,28,"['Cultural Tours', 'Hiking & Camping Tours']",False,True,False,False,False,False,False,False,True
Massif Holidays,5.0,29,"['Cultural Tours', 'Helicopter Tours']",False,True,False,False,False,False,False,False,True
Signature Tours Pvt  Ltd,5.0,20,"['Adrenaline & Extreme Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False
Down To Earth Adventure,5.0,28,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False
By Mountain People,5.0,25,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False
Adventure Tour Nepal,5.0,50,"['City Tours', 'Bike Tours']",True,True,False,False,True,False,False,False,False
Rainbow Safari Tours & Travels P Ltd,4.5,44,"['Sightseeing Tours', 'Bus Tours']",False,True,True,True,False,False,False,False,False
Nepal-Tibet Trekking - Private Day Tours,5.0,52,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False
Himalayan 360 Pvt Ltd,5.0,29,"['City Tours', 'Hiking & Camping Tours']",True,True,False,False,True,False,False,False,False
Nepal One Adventure Pvt ltd,5.0,20,"['Multi-day Tours', 'Walking Tours']",True,False,False,False,False,False,False,False,False
Hoshizora Treks & Tour,5.0,19,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False
Global Nepal Treks,5.0,23,['Day Trips'],False,False,False,False,False,False,False,False,False
Pigeon Travels-Nepal,4.5,37,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False
Adventure Land Nepal,5.0,75,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Ecstatic Himalaya,5.0,24,"['River Rafting & Tubing', 'Cultural Tours']",False,False,False,True,False,False,False,False,False
Walkers Expedition,5.0,43,"['Helicopter Tours', 'Historical & Heritage Tours']",False,False,True,True,False,False,False,False,False
Institute of Natural Medicine,5.0,31,"['Yoga & Pilates', 'Spas']",False,False,False,False,False,True,False,False,False
Friendly Pashmina Export,5.0,32,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False
Royal Holidays Treks & Expeditions,5.0,21,"['Adrenaline & Extreme Tours', 'Climbing Tours']",False,False,True,True,False,False,False,False,False
Nepal Pyramids Trekking & Climbing,5.0,24,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Take Me Trekking,5.0,36,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Himalaya Arirang Trek Private Limited - Kathmandu Sightseeing,5.0,31,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False
Holy Sherpa Visioin Treks & Travel,5.0,27,"['Multi-day Tours', 'River Rafting & Tubing']",True,False,False,False,False,False,False,False,False
Sawasdee Nepal Treks and Tours,5.0,26,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Nepal Ecology Treks,4.5,37,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Big Sky Treks & Expeditions,5.0,27,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False
Heaven Himalaya,5.0,17,"['Parasailing & Paragliding', 'Multi-day Tours']",False,False,False,True,False,False,False,False,False
Mountain Ascend Treks,5.0,71,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Exotic Mt Treks Pvt Ltd,5.0,33,"['Climbing Tours', 'Sightseeing Tours']",False,False,True,True,False,False,False,False,False
Nepal Altitude Treks & Expedition Private Limited,5.0,24,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Baniya Travel,5.0,19,"['Multi-day Tours', 'Canyoning & Rappelling Tours']",True,False,False,False,False,False,False,False,False
Mystic Himalaya Trekking & Expedition,5.0,22,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False
Sole Encounters Nepal,5.0,17,"['Parasailing & Paragliding', 'Multi-day Tours']",False,False,False,True,False,False,False,False,False
Mother Land Nepal Trekking & Expedition,5.0,46,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Himalaya Land Treks & Expedition,5.0,19,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False
Himalaya Travel Adventures,5.0,19,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False
Raya Tours and Travels - Private Day Tours,5.0,26,['Private Tours'],False,False,True,False,False,False,False,False,False
Alpine Glacier Treks,5.0,22,"['Safaris', 'Climbing Tours']",False,False,True,True,False,False,False,False,False
Waiba Adventure Trek,5.0,20,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Samsara Trekking,5.0,19,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False
Pathfinder Treks & Expedition,5.0,20,"['Hiking & Camping Tours', 'Day Trips']",False,False,False,True,False,False,False,False,False
The Himalayan Odyssey,5.0,20,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Easy Trip Nepal,5.0,38,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Himalaya View Treks,5.0,34,['Nature & Wildlife Tours'],False,False,True,True,False,False,False,False,False
Sherpa Guide Nepal,5.0,21,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False
Euro-Asia Tours and Travels - Day Tours,5.0,25,['Sightseeing Tours'],False,True,True,True,False,False,False,False,False
Sherpa Holidays,5.0,66,"['River Rafting & Tubing', 'Hiking & Camping Tours']",False,False,False,True,False,False,False,False,False
BMS Adventures,5.0,21,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Mountain Top Travels,5.0,19,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False
Adventure Speed - Private Day Tours,5.0,33,['Private Tours'],False,False,True,False,False,False,False,False,False
Boundless Himalayas Trekking and Expedition Pvt Ltd,5.0,33,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Blossom Expeditions Pvt Ltd,5.0,28,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Mountain River Rafting - Private Day Rafting,4.5,39,"['River Rafting & Tubing', 'Adrenaline & Extreme Tours']",False,False,False,True,False,False,False,False,False
Excellent Himalaya Trek and Expedition,5.0,21,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Ajay Treks & Expedition Pvt Ltd,5.0,18,"['Eco Tours', 'Hiking & Camping Tours']",False,False,False,True,False,False,False,False,False
Sunrise Jewelry Making Classes,5.0,18,['Paint & Pottery Studios'],True,True,False,False,False,False,False,False,False
Upscale Adventures,5.0,17,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False
Heian Treks & Expeditions,5.0,54,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
Encounters Nepal,5.0,79,"['Sightseeing Tours', 'Hiking & Camping Tours']",False,True,True,True,False,False,False,False,False
Ultimate Descents Nepal,4.5,47,['Water Sports'],False,False,True,False,False,False,False,False,False
Smile Adventure and Tours -  Day Tours,5.0,32,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
Trek into Thin Air,5.0,52,"['Parasailing & Paragliding', 'River Rafting & Tubing']",False,False,False,True,False,False,False,False,False
Team Himalaya Pvt Ltd,5.0,28,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Ace Holiday Treks,5.0,56,"['Eco Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False
Distinctive Nepal,5.0,23,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Moonlight Nepal Trekking and Adventure,5.0,20,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
Amazing Nepal Adventure,5.0,18,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Epic Rides Nepal - Mountain Biking Trips,5.0,31,['Bike Tours'],False,False,False,True,False,False,False,False,False
Himalayan Suite Spa and Restaurant,5.0,16,['Spas'],False,False,False,False,False,True,False,False,False
Global Treks & Expedition,5.0,31,"['River Rafting & Tubing', 'Canyoning & Rappelling Tours']",False,False,False,True,False,False,False,False,False
Approved Holidays,5.0,19,"['Cultural Tours', 'Eco Tours']",False,True,False,False,False,False,False,False,True
Snow View Trek & Expedition,5.0,26,"['Parasailing & Paragliding', 'Sightseeing Tours']",False,False,False,True,False,False,False,False,False
Nepal Adventure Team,5.0,41,"['Multi-day Tours', 'Eco Tours']",True,False,False,False,False,False,False,False,False
Mountain Trotters Treks and Expedition - Day Tours,5.0,21,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Himalayan Leaders,5.0,50,"['River Rafting & Tubing', 'Historical & Heritage Tours']",False,False,False,True,False,False,False,False,False
Bidur Adhikari,5.0,17,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Trekadviser,5.0,18,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False
Forever Trek Nepal,5.0,32,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
Gorkha Zone Khukuri House,5.0,54,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False
Lhasso Adventure,5.0,19,"['City Tours', 'River Rafting & Tubing']",True,True,False,False,True,False,False,False,False
Mountain Rock Treks And Expedition,5.0,45,"['City Tours', 'Helicopter Tours']",True,True,False,False,True,False,False,False,False
Higher Path Treks & Expedition,5.0,19,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Eco Himalaya Treks & Travels,5.0,19,"['Parasailing & Paragliding', 'Multi-day Tours']",False,False,False,True,False,False,False,False,False
Liberty Holidays,5.0,22,"['Parasailing & Paragliding', 'Food Tours']",False,False,False,True,False,False,False,False,False
"Santosh Gauli, Nepal Everest Guide- Day Hike",5.0,34,"['Hiking & Camping Tours', 'Day Trips']",False,False,False,True,False,False,False,False,False
iTREK Everest,5.0,20,"['Multi-day Tours', 'Historical & Heritage Tours']",True,False,False,False,False,False,False,False,False
Himalaya Journey,5.0,20,"['Sightseeing Tours', 'Nature & Wildlife Tours']",False,True,True,True,False,False,False,False,False
Himalayan Hikers Expedition,5.0,23,"['Historical & Heritage Tours', 'Sightseeing Tours']",True,True,False,False,False,False,False,False,False
Hiking Himalayas Trek and Expedition Private Day Tours,5.0,35,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Himalayan Exodus Treks & Tours,5.0,21,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False
Hike Nepal,5.0,20,"['Cultural Tours', 'Climbing Tours']",False,True,False,False,False,False,False,False,True
Wind Horse Adventures,5.0,26,"['Historical & Heritage Tours', 'Walking Tours']",True,True,False,False,False,False,False,False,False
Travel Pinto,5.0,75,"['City Tours', 'Helicopter Tours']",True,True,False,False,True,False,False,False,False
Nepal One Tours & Travels,4.5,35,"['Multi-day Tours', 'Sightseeing Tours']",True,False,False,False,False,False,False,False,False
Blue Himalaya Tours & Travels,5.0,26,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False
Shishir Thapa,5.0,16,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False
Everest Irish Bar,4.5,36,['Bars & Clubs'],False,False,False,False,True,False,False,False,False
Open Trail Treks,5.0,38,"['Adrenaline & Extreme Tours', 'Climbing Tours']",False,False,True,True,False,False,False,False,False
Vehicles Hire Nepal,5.0,40,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Pioneer Adventure,5.0,29,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Time in Nepal,5.0,20,['Cultural Tours'],False,True,False,False,False,False,False,False,True
We Trek Nepal,5.0,32,"['Cultural Tours', 'Climbing Tours']",False,True,False,False,False,False,False,False,True
Mount Heaven Spa,5.0,88,"['Yoga & Pilates', 'Spas']",False,False,False,False,False,True,False,False,False
White Himalayan Adventure Treks,5.0,21,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False
Overland Vehicle,5.0,30,"['City Tours', 'Historical & Heritage Tours']",True,True,False,False,True,False,False,False,False
Rising Adventure,5.0,23,"['Historical & Heritage Tours', 'Hiking & Camping Tours']",True,True,False,False,False,False,False,False,False
Vehicles Nepal,5.0,29,"['Cultural Tours', 'Taxis & Shuttles']",False,True,False,False,False,False,False,False,True
Padma Healing Arts,5.0,21,"['Yoga & Pilates', 'Spas']",False,False,False,False,False,True,False,False,False
Shambhala Holidays,5.0,19,"['Historical & Heritage Tours', 'Hiking & Camping Tours']",True,True,False,False,False,False,False,False,False
Nepal Holiday Trek - Langtang Heli Tour,5.0,32,"['Helicopter Tours', 'Nature & Wildlife Tours']",False,False,True,True,False,False,False,False,False
Ace Holidays - Day Tours,5.0,29,"['City Tours', 'Historical & Heritage Tours']",True,True,False,False,True,False,False,False,False
Alpinetrav Treks & Expeditions,5.0,17,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Trek Ape,5.0,16,"['Multi-day Tours', 'Canyoning & Rappelling Tours']",True,False,False,False,False,False,False,False,False
Nepal Himalayan Hiker Trek & Expedition,5.0,16,"['Multi-day Tours', 'Historical & Heritage Tours']",True,False,False,False,False,False,False,False,False
Expedition HimalayaCom Pvt Ltd,4.5,28,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False
Big Smile Nepal,5.0,23,"['River Rafting & Tubing', 'Canyoning & Rappelling Tours']",False,False,False,True,False,False,False,False,False
Circuit Nepal Trek & Expedition,5.0,22,['City Tours'],True,True,False,False,True,False,False,False,False
Cast Holiday Pvt Ltd,5.0,17,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Shalom Treks,5.0,13,['Visitor Centers'],False,False,False,False,False,False,False,False,False
Buna Treks & Expedition - Private Day Tour,5.0,25,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False
Mark Shrestha - My Tour Guide in Nepal,5.0,16,"['Multi-day Tours', 'Taxis & Shuttles']",True,False,False,False,False,False,False,False,False
Namaste Spa,5.0,38,['Spas'],False,False,False,False,False,True,False,False,False
Sherpa Society Trekking,5.0,19,['Sightseeing Tours'],False,True,True,True,False,False,False,False,False
The Explore Nepal,5.0,17,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False
Beyul Travel and Treks,5.0,17,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False
Glacier Adventure Company - Day Tours,5.0,29,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Nepal Nomad Trekking,5.0,25,"['Helicopter Tours', 'Historical & Heritage Tours']",False,False,True,True,False,False,False,False,False
Adventure Victory Team,5.0,17,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False
Incredible Himalayan Sherpa Adventure Pvt Ltd,5.0,53,"['River Rafting & Tubing', 'Bike Tours']",False,False,False,True,False,False,False,False,False
Mount Fishtail Adventure - Day Tours,5.0,31,['Fishing Charters & Tours'],False,False,True,False,True,False,False,False,False
Love Kathmandu Walking Tours,4.5,27,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
Reasonable Treks And Tour,5.0,19,"['City Tours', 'Sightseeing Tours']",True,True,False,False,True,False,False,False,False
Neo Transports,5.0,27,"['Taxis & Shuttles', 'Eco Tours']",False,False,False,False,False,False,False,False,False
Trek Around Himalayas,5.0,16,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False
Himalayan Hermitage,5.0,16,"['Multi-day Tours', 'Historical & Heritage Tours']",True,False,False,False,False,False,False,False,False
Holiday Mountain Treks - Private Day Tours,5.0,25,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False
Desire Adventures,5.0,19,['Helicopter Tours'],False,False,True,True,False,False,False,False,False
High Spirit Treks and Expedition Nepal,5.0,74,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False
Himalaya Darshan Treks,5.0,17,"['Multi-day Tours', 'Walking Tours']",True,False,False,False,False,False,False,False,False
Parikrama Treks & Expedition - Day Tours,5.0,63,"['Bar, Club & Pub Tours', 'Climbing Tours']",False,False,False,False,True,False,False,False,False
Tourist Vehicle Service,5.0,18,"['Multi-day Tours', 'Taxis & Shuttles']",True,False,False,False,False,False,False,False,False
Explore Nepal Mountain - Kathmandu,5.0,15,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False
Himalayan Trails,5.0,35,"['Cultural Tours', 'Bike Tours']",False,True,False,False,False,False,False,False,True
Adventure Sports Nepal,5.0,18,"['Canyoning & Rappelling Tours', 'Climbing Tours']",False,False,False,True,False,False,False,False,False
Trek Excursion,5.0,22,"['City Tours', 'Sightseeing Tours']",True,True,False,False,True,False,False,False,False
Safe Holiday Adventure,5.0,33,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False
Nepal Dream Path,5.0,65,"['Cultural Tours', 'Canyoning & Rappelling Tours']",False,True,False,False,False,False,False,False,True
Expert Asian Tours and Travel - Day Tours,5.0,27,['Sightseeing Tours'],False,True,True,True,False,False,False,False,False
Himalayan Holidays,5.0,20,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
Hope Treks,5.0,17,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Kathmandu Paragliding,4.5,23,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False
Himal Eco Treks,5.0,16,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Adventure Sherpa Tracks,5.0,16,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False
Nepal Helicopter Tour,5.0,15,['Helicopter Tours'],False,False,True,True,False,False,False,False,False
Accessible Adventure,5.0,62,"['City Tours', 'Bike Tours']",True,True,False,False,True,False,False,False,False
Snowland Treks & Expedition,5.0,30,"['Cultural Tours', 'Sightseeing Tours']",False,True,False,False,False,False,False,False,True
Success Adventure Treks,5.0,15,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Orbit Alpine Adventure,5.0,15,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
Jhamka Trekking Team,5.0,16,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Seeing Hands,4.5,24,['Spas'],False,False,False,False,False,True,False,False,False
Vision Adventure Nepal,5.0,14,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False
Swissa Rafting & Trekking Expedition,5.0,46,['Bike Tours'],False,False,False,True,False,False,False,False,False
Real Himalaya Private Day Tour,5.0,19,"['Walking Tours', 'Hiking & Camping Tours']",False,False,False,False,False,False,False,False,False
Yatra Tours and Travels,4.5,25,"['River Rafting & Tubing', 'Cultural Tours']",False,False,False,True,False,False,False,False,False
Nepal Hiking Himalaya,5.0,17,"['Cultural Tours', 'Sightseeing Tours']",False,True,False,False,False,False,False,False,True
